Time,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Mag(1),Mag(2),Mag(3)
2020-05-11 13:20:45.391578,-0.003358,0.003362,1.001332,-0.000625,0.000715,0.000155,-5.511757,-0.220294,37.951862
2020-05-11 13:20:45.444403,-0.003048,0.002386,1.000724,0.001315,0.000396,-0.000883,-5.28296,-0.258646,37.964817
2020-05-11 13:20:45.497177,-0.002862,0.002813,1.000054,-0.0005,8.8E-05,0.000327,-5.452723,-0.27103,37.937408
2020-05-11 13:20:45.550000,-0.00342,0.001592,0.999933,0.000255,-6.3E-05,-0.002341,-5.370133,-0.268741,37.889332
2020-05-11 13:20:45.602764,-0.003668,0.003118,1.000541,-0.000787,0.000825,0.001871,-5.343262,-0.382785,38.07169
2020-05-11 13:20:45.655644,-0.002614,0.002691,0.999628,-0.001351,-0.000531,0.000775,-5.360964,-0.400836,38.057774
2020-05-11 13:20:45.708423,-0.002676,0.002447,0.999993,0.000465,-7.1E-05,-0.000432,-5.436726,-0.214017,37.834538
2020-05-11 13:20:45.761244,-0.0028,0.002813,1.001819,-0.000141,0.001113,0.000173,-5.206136,-0.302414,37.638515
2020-05-11 13:20:45.814001,-0.003544,0.003424,1.000176,-0.000284,0.00019,0.001201,-5.240063,-0.257255,37.52528
2020-05-11 13:20:45.866910,-0.002676,0.002019,1.000176,0.000316,-0.001293,-0.000611,-5.334405,-0.330906,37.513142
2020-05-11 13:20:45.919675,-0.002614,0.001775,1.000541,0.000453,-0.000364,-0.000295,-5.421079,-0.365431,37.674858
2020-05-11 13:20:45.972500,-0.002614,0.00324,1.000906,-0.000152,-0.000647,0.000453,-5.434418,-0.411348,37.79261
2020-05-11 13:20:46.025377,-0.001622,0.002325,1.001028,-0.000738,-3.5E-05,0.000733,-5.523489,-0.393192,37.860661
2020-05-11 13:20:46.078169,-0.001684,0.001836,1.000298,-0.000566,-0.000181,-0.000473,-5.617146,-0.482347,38.083622
2020-05-11 13:20:46.130908,-0.003048,0.003362,1.00115,0.000487,-0.000471,-0.001786,-5.501672,-0.382905,38.070225
2020-05-11 13:20:46.183693,-0.003048,0.00263,1.000237,0.000766,0.000136,0.000193,-5.431693,-0.455821,37.876461
2020-05-11 13:20:46.236451,-0.002862,0.002325,1.001089,-0.000146,-0.001493,3.9E-05,-5.342109,-0.465363,37.860912
2020-05-11 13:20:46.289310,-0.003172,0.001897,1.000298,-0.001469,0.000181,0.000481,-5.248042,-0.412009,37.616032
2020-05-11 13:20:46.342070,-0.002304,0.001653,1.000419,0.000351,-0.000563,0.000612,-5.295989,-0.466907,37.559593
2020-05-11 13:20:46.394906,-0.003482,0.001714,0.999993,-0.000103,0.000194,-0.000737,-5.171946,-0.638899,37.746883
2020-05-11 13:20:46.447629,-0.00311,0.002752,0.999811,-0.000691,0.000925,0.000321,-5.218311,-0.53864,37.681709
2020-05-11 13:20:46.500487,-0.003482,0.001958,1.001089,0.000218,-0.001172,0.000163,-5.177004,-0.543816,37.559837
2020-05-11 13:20:46.553235,-0.001684,0.002691,1.000176,6.3E-05,4.8E-05,-0.000876,-5.267158,-0.169833,37.465244
2020-05-11 13:20:46.606120,-0.002366,0.003362,0.999689,-0.000529,0.000932,-0.000404,-5.092881,-0.242672,37.276253
2020-05-11 13:20:46.659293,-0.002676,0.00263,1.000419,-0.00125,-0.000133,0.001233,-5.25586,-0.172868,37.20932
